date,headline,summary,url,source,source_categories,tags
2026-06-18,"Trump's DoJ urges judge to throw out xAI data center gas turbine suit, citing national security",,https://www.datacenterdynamics.com/en/news/en/news/trumps-doj-urges-judge-to-throw-out-xai-data-center-gas-turbine-suit-citing-national-security/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,"Frontier Airlines site leaks all personal info with just a glance at a boarding pass, researcher claims — booking number and last name nets you every passenger's personal info, including address, passport, TSA PreCheck, and most credit card info","Frontier Airlines site leaks all personal info with just a glance at a boarding pass — just a booking number and last name nets you all passengers' personal info including address, passport, TSA PreCheck, and most credit card info",https://www.tomshardware.com/tech-industry/cyber-security/frontier-airlines-site-leaks-all-personal-info-with-just-a-glance-at-a-boarding-pass-researcher-claims-booking-number-and-last-name-nets-you-every-passengers-personal-info-including-address-passport-tsa-precheck-and-most-credit-card-info,Tom's Hardware,"hardware,semiconductor","Cybersecurity,Tech Industry"
2026-06-18,"Digital entrepreneur creates humorous 'physical NFT minting device' using a Raspberry Pi in quest for 'infinite money machine' — contraption trained on M3 MacBook can generate an NFT in 3 seconds, has so far sold one for $9.92","An enterprising young man aims to catch up with the collective wealth of Elon Musk, and his first money spinner is a portable NFT minting gadget.",https://www.tomshardware.com/tech-industry/cryptocurrency/digital-entrepreneur-creates-humorous-physical-nft-minting-device-using-a-raspberry-pi-in-quest-for-infinite-money-machine-contraption-trained-on-m3-macbook-can-generate-an-nft-in-3-seconds-has-so-far-sold-one-for-usd9-92,Tom's Hardware,"hardware,semiconductor","Cryptocurrency,Tech Industry"
2026-06-18,City's data center moratorium in New York impacts Digi Power X’s hopes to convert cryptomine to AI data center,,https://www.datacenterdynamics.com/en/news/en/news/citys-data-center-moratorium-in-new-york-impacts-digi-power-xs-hopes-to-convert-cryptomine-to-ai-data-center/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,"Chinese makers of DRAM modules, SSDs have a serious advantage over American and Taiwanese suppliers, says SMI SVP — state guidance secures local DRAM and SSD supply while the Big Three chase AI margins",CCP directives can be lifebuoy for Chinese producers of DRAM modules and solid-state drives as domestic memory makers may be obliged to support the module industry.,https://www.tomshardware.com/pc-components/ssds/chinese-makers-of-dram-modules-ssds-have-a-serious-advantage-over-american-and-taiwanese-suppliers-says-smi-svp-state-guidance-secures-local-dram-and-ssd-supply-while-the-big-three-chase-ai-margins,Tom's Hardware,"hardware,semiconductor","SSDs,PC Components,Storage"
2026-06-18,Trump says Apple has agreed to 'build' chips with Intel — neither company confirms deal as Intel share price rockets,President Donald Trump said on Thursday that Apple has agreed to work with Intel to “design and build” chips in the United States.,https://www.tomshardware.com/tech-industry/trump-says-apple-agreed-to-build-chips-with-intel,Tom's Hardware,"hardware,semiconductor",Tech Industry
2026-06-18,"‘Queer Eye’s’ life coach Karamo Brown launches Kē, a wellness app featuring his AI digital clone","Karamo Brown, famous for his pep talks on Netflix&#8217;s “Queer Eye,” has jumped into the wellness and AI space with his new app, Kē. After spending a year and a half focusing on his own journey—from fitness and nutrition to meditation, sobriety, relationships, and personal growth—Brown wants to help others do the same.&#160; Kē offers [&#8230;]",https://techcrunch.com/2026/06/18/queer-eyes-life-coach-karamo-brown-launches-ke-a-wellness-app-featuring-his-ai-digital-clone/,TechCrunch AI,"artificial-intelligence,tech","AI,Apps,Startups,AI chatbot,digital clone,fitness app,nutrition apps,wellness apps"
2026-06-18,Apple CEO Tim Cook warns AI-driven price increases are unavoidable — says company is trying its best but 'the situation has become unsustainable',Apple's Tim Cook says that Apple can no longer 'shield' its customers from increased prices of DRAM and NAND memory.,https://www.tomshardware.com/laptops/apple-ceo-tim-cook-warns-ai-driven-price-increases-are-unavoidable-says-company-is-trying-its-best-but-the-situation-has-become-unsustainable,Tom's Hardware,"hardware,semiconductor",Laptops
2026-06-18,Save a whopping 62% on this 8-port multi-Gigabit 2.5G Ethernet switch in Amazon's Early Prime Day sale — upgrade your home network for just $49,Add more ports to your network setup with this unmanaged multi-Gigabit switch for just $49.,https://www.tomshardware.com/networking/network-switches/save-a-whopping-62-percent-on-this-8-port-multi-gigabit-2-5g-ethernet-switch-in-amazons-early-prime-day-sale-upgrade-your-home-network-for-just-usd49,Tom's Hardware,"hardware,semiconductor","Network Switches,Networking"
2026-06-18,"Save a huge 85% on a two-year Surfshark VPN subscription for your home or office and grab three extra months free — huge $436 discount on full privacy suite with antivirus protection, ad blocking and unlimited simultaneous connections for just $75","This Surfshark One 2-year VPN deal is now just $75.33, giving you a huge $436.32 saving compared to a standard monthly subscription, with three months extra thrown in for free to keep you protected online.",https://www.tomshardware.com/software/vpn/save-a-whopping-85-percent-on-a-two-year-surfshark-vpn-subscription-for-your-home-or-office-and-grab-three-extra-months-free-huge-usd436-discount-on-full-privacy-suite-with-antivirus-protection-ad-blocking-and-unlimited-simultaneous-connections-for-just-usd75,Tom's Hardware,"hardware,semiconductor","VPN,Software,Security Software"
2026-06-18,"Bambu Lab launches PLA Pure filament — New material boasts kid-safe toy certifications and ""asbestos-free"" talc",A new “pure” PLA from Bambu Lab isn’t what you think it is.,https://www.tomshardware.com/3d-printing/bambu-lab-launches-pla-pure-filament-new-material-boasts-kid-safe-toy-certifications-and-asbestos-free-talc,Tom's Hardware,"hardware,semiconductor",3D Printing
2026-06-18,CyberPowerPC Gaming Desktop (GXi3800BSTV2) review: A showpiece with real muscle,"Built to be shown off, CyberPower’s latest gaming desktop expertly combines style and speed while keeping the price reasonable.",https://www.tomshardware.com/desktops/gaming-pcs/cyberpowerpc-gaming-desktop-gxi3800bstv2-review,Tom's Hardware,"hardware,semiconductor","Gaming PCs,Desktops"
2026-06-18,"Retro pirate gets two-year suspended jail sentence for being stuck in the past, burning and selling remix CDs of famous artists — four-year investigation into copyright infringement on 40-year-old medium began in 2018","A UK man has been sentenced after pleading guilty to the unauthorized mixing and selling of music CDs, and thus breaking copyright laws. It is 2026.",https://www.tomshardware.com/pc-components/storage/retro-pirate-gets-two-year-suspended-jail-sentence-for-being-stuck-in-the-past-burning-and-selling-remix-cds-of-famous-artists-four-year-investigation-into-copyright-infringement-on-40-year-old-medium-began-in-2018,Tom's Hardware,"hardware,semiconductor","Storage,PC Components"
2026-06-18,Noctua NL-LC1-36 Review: Compromise paves the way,"We test Noctua’s first attempt at an all-in-one liquid cooler, focusing specifically on pump performance to determine whether Noctua’s AIO is truly a viable alternative to swapping the fans on another unit and the brand’s own legendary air cooler.",https://www.tomshardware.com/pc-components/liquid-cooling/noctua-nl-lc1-36-review,Tom's Hardware,"hardware,semiconductor","Liquid Cooling,PC Components,Cooling"
2026-06-18,Ditching the cloud for local AI — how I use two mini PCs to process millions of tokens a day and save money on costly API fees,"As new data center buildouts hit planning walls and AI inference providers hike costs, is the future of AI to roll your own models?",https://www.tomshardware.com/tech-industry/artificial-intelligence/ditching-the-cloud-for-local-ai-how-i-use-two-mini-pcs-to-process-millions-of-tokens-a-day-and-save-money-on-costly-api-fees,Tom's Hardware,"hardware,semiconductor","Artificial Intelligence,Tech Industry"
2026-06-18,"MSI's new Claw 8 EX AI+ handheld with an Intel Arc G3 Extreme and 32GB of RAM costs $1,799 — company says it'll be 'a tough year' with chances of 'another price hike'","MSI's new Arc G3 Extreme-based handheld costs nearly $2,000 but the company is rather apologetic about it, even if it's warning that the price may rise in the future.",https://www.tomshardware.com/video-games/handheld-gaming/msis-new-claw-8-ex-ai-handheld-with-an-intel-arc-g3-extreme-and-32gb-of-ram-costs-usd1-799-company-says-itll-be-a-tough-year-with-chances-of-another-price-hike,Tom's Hardware,"hardware,semiconductor","Handheld Gaming,Video Games,Console Gaming"
2026-06-18,"Stream Data Centers pulls out of $800m South Carolina data center, says utility power would take too long",,https://www.datacenterdynamics.com/en/news/en/news/stream-data-centers-pulls-out-of-800m-south-carolina-data-center-says-utility-power-would-take-too-long/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Qualcomm considers acquiring AI chip firm Tenstorrent,,https://www.datacenterdynamics.com/en/news/en/news/qualcomm-considers-acquiring-ai-chip-firm-tenstorrent/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Upgrade to the 200 Hz quantum dot experience for $179 — grab the 27-inch Gigabyte M27Q2 QHD gaming monitor before it's gone,"For a limited time, you can save up to $100 off on the Gigabyte M27Q2 27-inch 200 Hz gaming monitor on Newegg.",https://www.tomshardware.com/monitors/gaming-monitors/upgrade-to-the-200-hz-quantum-dot-experience-for-usd179-grab-the-27-inch-gigabyte-m27q2-qhd-gaming-monitor-before-its-gone,Tom's Hardware,"hardware,semiconductor","Gaming Monitors,Monitors"
2026-06-18,France’s GENCI to procure on-premise quantum computer from Alice & Bob,,https://www.datacenterdynamics.com/en/news/en/news/frances-genci-to-procure-on-premise-quantum-computer-from-alice-bob/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Anti-Discrimination Policy for Learners,,https://www.datacenterdynamics.com/en/news/en/dcdacademy/anti-discrimination-policy-for-learners/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Create your free DCD Account today,,https://www.datacenterdynamics.com/en/news/en/create-account/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Infrastructure Management,,https://www.datacenterdynamics.com/en/news/en/topics-and-tech/software/infrastructure-management/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Government & Military,,https://www.datacenterdynamics.com/en/news/en/topics-and-tech/sectors/government-military/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Colocation & Wholesale,,https://www.datacenterdynamics.com/en/news/en/topics-and-tech/sectors/colocation-wholesale/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,IT Hardware & Semiconductors,,https://www.datacenterdynamics.com/en/news/en/topics-and-tech/it-hardware/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Subsea Infrastructure,,https://www.datacenterdynamics.com/en/news/en/topics-and-tech/connectivity/subsea-infrastructure/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Standards & Regulations,,https://www.datacenterdynamics.com/en/news/en/topics-and-tech/business-operations/standards-regulations/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Investment / M&A / Financing,,https://www.datacenterdynamics.com/en/news/en/topics-and-tech/business-operations/investment-ma-financing/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Construction & Site Selection,,https://www.datacenterdynamics.com/en/news/en/topics-and-tech/business-operations/construction-site-selection/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,XTX Markets taps YIT to build third Finnish data center,,https://www.datacenterdynamics.com/en/news/en/news/xtx-markets-taps-yit-to-build-third-finnish-data-center/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,JT Group switches 5G network on in Guernsey,,https://www.datacenterdynamics.com/en/news/en/news/jt-group-switches-5g-network-on-in-guernsey/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,"Polarnode sells data center development site in Pori, Finland",,https://www.datacenterdynamics.com/en/news/en/news/polarnode-sells-data-center-development-site-in-pori-finland/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,"Microsoft breaks ground on data center campus in La Porte, Indiana",,https://www.datacenterdynamics.com/en/news/en/news/microsoft-breaks-ground-on-data-center-campus-in-la-porte-indiana/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Frontier consortium to invest a further $915m into carbon removal tech,,https://www.datacenterdynamics.com/en/news/en/news/frontier-consortium-to-invest-a-further-915m-into-carbon-removal-tech/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,IQM quantum computer launches at Oak Ridge national lab,,https://www.datacenterdynamics.com/en/news/en/news/iqm-quantum-computer-launches-at-oak-ridge-national-lab/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Google appoints new head of data center energy & infrastructure in EMEA,,https://www.datacenterdynamics.com/en/news/en/news/google-appoints-new-head-of-data-center-energy-infrastructure-in-emea/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Mistral AI to offer AI cloud services,,https://www.datacenterdynamics.com/en/news/en/news/mistral-ai-to-offer-ai-cloud-services/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Critical Energy raises $22m to develop modular geothermal plants targeting data centers,,https://www.datacenterdynamics.com/en/news/en/news/critical-energy-raises-22m-to-develop-modular-geothermal-plants-targeting-data-centers/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Saudi Arabia's DataVolt to develop 12MW data center in Uzbekistan,,https://www.datacenterdynamics.com/en/news/en/news/saudi-arabias-datavolt-to-develop-12mw-data-center-in-uzbekistan/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Republican senator introduces bill to impose federal rules on data center grid connections,,https://www.datacenterdynamics.com/en/news/en/news/republican-senator-introduces-bill-to-impose-federal-rules-on-data-center-grid-connections/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Ericsson names David Hammarwall as head of business area networks,,https://www.datacenterdynamics.com/en/news/en/news/ericsson-names-david-hammarwall-as-head-of-business-area-networks/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,UK government to rule on data center planned for former quarry in Bedfordshire,,https://www.datacenterdynamics.com/en/news/en/news/uk-government-to-rule-on-data-center-planned-for-former-quarry-in-bedfordshire/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Galaxy DC secures $250m to fund data center platform,,https://www.datacenterdynamics.com/en/news/en/news/httpswwwdatacenterdynamicscomennewsgalaxy-digital-goes-public-on-the-nasdaq/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,Crusoe could build 14-acre data center in unincorporated Missouri land,,https://www.datacenterdynamics.com/en/news/en/news/crusoe-could-build-14-acre-data-center-in-unincorporated-missouri-land/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,ICD and Azerconnect sign $20m financing agreement,,https://www.datacenterdynamics.com/en/news/en/news/icd-and-azerconnect-sign-20m-financing-agreement/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,"Best USB Chargers 2026: Our tested phone and laptop charger picks, from compact GaN to budget charging bliss","We tested 20 laptop and phone chargers, ranging from cheap no-name 15W options to 140W beasts. Find out what stood out as the best.",https://www.tomshardware.com/peripherals/usb/best-usb-chargers,Tom's Hardware,"hardware,semiconductor","USB,Peripherals,Cables and Connectors"
2026-06-18,Bosch to pay $36 million penalty for $72 million in ‘illicit’ sales to Huawei — German company sold export-controlled goods and software to banned Chinese firm between 2020 and 2024,"The U.S. fined Bosch $36 million for selling export-controlled product to Huawei, including software and MEMS sensors. The German company agreed to pay the penalty, as well as disgorging part of the profits it made from the 'illicit' sales.",https://www.tomshardware.com/tech-industry/bosch-to-pay-usd36-million-penalty-for-usd72-million-in-illicit-sales-to-huawei-german-company-sold-export-controlled-goods-and-software-to-banned-chinese-firm-between-2020-and-2024,Tom's Hardware,"hardware,semiconductor",Tech Industry
2026-06-18,Data Protection / Privacy Policy,,https://www.datacenterdynamics.com/en/news/en/data-protection-privacy-policy/,DataCenterDynamics,"datacenter,infrastructure",
2026-06-18,A New Fracture Engine For Curvilinear Masks And MULTIGON Mask Data,Demand for better pattern fidelity and the adoption of ILT are increasing pressure to shift to curvilinear mask technology. The post A New Fracture Engine For Curvilinear Masks And MULTIGON Mask Data appeared first on Semiconductor Engineering.,https://semiengineering.com/a-new-fracture-engine-for-curvilinear-masks-and-multigon-mask-data/,Semiconductor Engineering,"semiconductor,chips","Blogs - MD,Manufacturing Solutions,Manufacturing, Packaging and Materials,curvilinear masks,MULTIGON,P49 OASIS,photomasks,Synopsys"
2026-06-18,Automated 310mm Panel-Level Packaging to Accelerate AI Innovation: Tech Brief,"Supports higher throughput, reduced cycle time, and lower cost per package, while enabling integration of increasingly complex multi-die architectures. The post Automated 310mm Panel-Level Packaging to Accelerate AI Innovation: Tech Brief appeared first on Semiconductor Engineering.",https://semiengineering.com/automated-310mm-panel-level-packaging-to-accelerate-ai-innovation-tech-brief/,Semiconductor Engineering,"semiconductor,chips","Manufacturing, Packaging and Materials,Whitepapers,310mm panel level packaging,advanced packaging,ASE,panel-level packaging,semiconductor packaging"
2026-06-18,GaN Power Devices Go Vertical,Why new designs and process flows could help overcome manufacturing challenges. The post GaN Power Devices Go Vertical appeared first on Semiconductor Engineering.,https://semiengineering.com/gan-power-devices-go-vertical/,Semiconductor Engineering,"semiconductor,chips","Manufacturing, Packaging and Materials,Top Stories,Fuji Electric,gallium nitride,GaN,imec,Nagoya University,power devies,power semiconductors,Qromis Substrate Technology,SiC,University of Padova"
2026-06-18,Making On-Chip Photonics Manufacturable,"AI systems are pulling optics closer to logic, but scalable manufacturing will require front-end fabrication, packaging, thermal management, materials, and test to evolve together. The post Making On-Chip Photonics Manufacturable appeared first on Semiconductor Engineering.",https://semiengineering.com/making-on-chip-photonics-manufacturable/,Semiconductor Engineering,"semiconductor,chips","Manufacturing, Packaging and Materials,Special Reports,2.5D,3D-IC,advanced packaging,AI data centers,AIST,Amkor,ASE,Brewer Science,co-packaged optics,CPO,EICs,hybrid bonding,known good die,Lam Research,nanoimprint lithography,Nvidia,optical interconnects,photonics,PICs,Prinano,silicon photonics,Synopsys,test,thermal management"
2026-06-18,Citrix now lets you run virtual desktops like a cost-conscious private equityeer,Soaring PC prices make alternatives to hardware refreshes interesting,https://www.theregister.com/virtualization/2026/06/18/citrixs-daas-flex-aims-to-delay-pricey-pc-upgrades/5258476,The Register,"datacenter,infrastructure",virtualization
2026-06-18,"Canonical reveals Myna, its local speech-to-text app",Bird-branded AI will ride on Stonking Stingray,https://www.theregister.com/os-platforms/2026/06/18/canonical-unveils-myna-speech-to-text-app-for-ubuntu-2610/5258376,The Register,"datacenter,infrastructure",os platforms
2026-06-18,Cyber offenses now account for around a third of all crime across Asia and South Pacific,"Latest Interpol review shows how scams continue to dominate, and AI-enabled attackers prove too hot to handle for cash-strapped regions",https://www.theregister.com/cyber-crime/2026/06/18/cyber-offenses-now-account-for-around-a-third-of-all-crime-across-asia-and-south-pacific/5257716,The Register,"datacenter,infrastructure",cyber-crime
2026-06-18,Welcome to your new telco job – here's sudo access to a database with full customer info stored in the clear,It happened at a major US telco in the early 2000s,https://www.theregister.com/security/2026/06/18/welcome-to-your-new-telco-job-heres-sudo-access-to-a-database-with-full-customer-info-stored-in-the-clear/5257932,The Register,"datacenter,infrastructure",security
2026-06-18,RoachFest London 2026: The database as competitive asset,SPONSORED POST: Operate without fear. Build with confidence. Adapt to the AI era,https://www.theregister.com/databases/2026/06/18/roachfest-london-2026-the-database-as-competitive-asset/5258128,The Register,"datacenter,infrastructure",databases
2026-06-18,UK Cabinet Office hiring AI and innovation 'influencer' to build 'AI-first culture' in civil service,Every buzzword deployed in quest to transform into 'country that is equipped for an AI world',https://www.theregister.com/public-sector/2026/06/18/uk-cabinet-office-hiring-ai-and-innovation-influencer-to-build-ai-first-culture-in-civil-service/5257817,The Register,"datacenter,infrastructure",public sector
2026-06-18,Oracle support timelines for Fusion Middleware tighter than expected,Big Red drops ominous mention of 'Market Driven Support' beyond 2027 - but there's good news for AIX users,https://www.theregister.com/software/2026/06/18/oracle-support-timelines-for-fusion-middleware-tighter-than-expected/5257698,The Register,"datacenter,infrastructure",software
2026-06-18,NASA payload to ride commercial Mars orbiter from rocket biz yet to reach orbit,"Aeolus mission promises better Martian weather models, assuming Relativity Space can get its Terran R off the ground",https://www.theregister.com/science/2026/06/18/nasa-payload-to-ride-commercial-mars-orbiter-from-rocket-biz-yet-to-reach-orbit/5258341,The Register,"datacenter,infrastructure",science
2026-06-18,"ZTE and China Telecom Guangdong advance cross‑vendor IP network simulation pilots, paving the way for intelligent network operations",PARTNER CONTENT: Leveraging >95% digital twin fidelity and multi-vendor collaboration to eliminate network change risks and achieve zero-error O&M,https://www.theregister.com/networks/2026/06/18/zte-and-china-telecom-guangdong-advance-crossvendor-ip-network-simulation-pilots-paving-the-way-for-intelligent-network-operations/5258361,The Register,"datacenter,infrastructure",networks
2026-06-18,The AI tipping point: where enterprise AI runs at scale,PARTNER CONTENT: AI's cloud journey homeward bound: enterprises prefer private clouds for scaling AI workloads.,https://www.theregister.com/ai-and-ml/2026/06/18/the-ai-tipping-point-where-enterprise-ai-runs-at-scale/5258147,The Register,"datacenter,infrastructure",ai and ml
2026-06-18,Google told researcher 'Nice catch!' Then denied bug bounty for flaw it still hasn't fixed,EXCLUSIVE 'Working as intended' for the win … again,https://www.theregister.com/security/2026/06/18/google-told-researcher-nice-catch-then-denied-bug-bounty-for-flaw-it-still-hasnt-fixed/5258076,The Register,"datacenter,infrastructure",security
2026-06-18,Neuromorphic computing may one day offer AI a power-saving brainwave,"Hybrid systems could bring efficiency gains at the edge, but conventional infrastructure isn't going anywhere fast",https://www.theregister.com/science/2026/06/18/neuromorphic-computing-may-one-day-offer-ai-a-power-saving-brainwave/5258316,The Register,"datacenter,infrastructure",science
2026-06-18,KDE Plasma 6.7 brings the X11 era to a close,Plenty of new shiny in the service of improved usability,https://www.theregister.com/os-platforms/2026/06/18/kde-plasma-67-brings-the-x11-era-to-a-close/5258247,The Register,"datacenter,infrastructure",os platforms
2026-06-18,AI nose uses 'Smell Language Model' to sniff out signs of disease,Sampling patients' breath may save lives and emergency room resources,https://www.theregister.com/ai-and-ml/2026/06/18/ai-nose-uses-smell-language-model-to-sniff-out-signs-of-disease/5258190,The Register,"datacenter,infrastructure",ai and ml
2026-06-18,Microsoft once used its own brand of 'Lego' to optimize Windows,Making software feel snappier when you only have 12 MB RAM,https://www.theregister.com/offbeat/2026/06/18/microsoft-once-used-its-own-brand-of-lego-to-optimize-windows/5258261,The Register,"datacenter,infrastructure",offbeat
2026-06-18,India blocks Telegram ahead of scandal-hit medical school entrance exam,"2.3 million people sit test chasing 100,000 places, and country already canceled it once this year",https://www.theregister.com/public-sector/2026/06/18/india-blocks-telegram-ahead-of-scandal-hit-medical-school-entrance-exam/5258218,The Register,"datacenter,infrastructure",public sector
2026-06-18,"FreeBSD 15.1 lands, but desktop dabblers still have to draw their own GUI","Better laptop sleep and Wi-Fi support make the beastie more portable-friendly, but getting beyond the shell remains a DIY job",https://www.theregister.com/os-platforms/2026/06/18/freebsd-151-lands-but-desktop-dabblers-still-have-to-draw-their-own-gui/5257681,The Register,"datacenter,infrastructure",os platforms
2026-06-18,Transport for London keeps Capita behind wheel of road charging ops in £912M extension,Replacement deal now expected in mid-2029 as body says safe transition will take at least five years,https://www.theregister.com/public-sector/2026/06/18/transport-for-london-keeps-capita-behind-wheel-of-road-charging-ops-in-912m-extension/5257770,The Register,"datacenter,infrastructure",public sector
2026-06-18,How to Create Efficient Bump and TSV Plans for Multi-Die Designs,"How to automate bump and TSV planning, visualization, and analysis, and also manage millions of interconnects while improving productivity. The post How to Create Efficient Bump and TSV Plans for Multi-Die Designs appeared first on Semiconductor Engineering.",https://semiengineering.com/how-to-create-efficient-bump-and-tsv-plans-for-multi-die-designs/,Semiconductor Engineering,"semiconductor,chips","Manufacturing, Packaging and Materials,Whitepapers,hybrid bonding,multi-die design,Synopsys,TSVs"
2026-06-18,Randomizing Wafers To Zero In On Process Problems Much Faster,"Get the advantages of wafer randomization without extra equipment, cost or slowdown. The post Randomizing Wafers To Zero In On Process Problems Much Faster appeared first on Semiconductor Engineering.",https://semiengineering.com/randomizing-wafers-to-zero-in-on-process-problems-much-faster/,Semiconductor Engineering,"semiconductor,chips","Blogs - MD,Macro Intelligence,Manufacturing, Packaging and Materials,defect analysis,Microtronic,slot randomization"
2026-06-18,How To Build Billions of Bumps,Hybrid bonding permits unprecedented connection density. The post How To Build Billions of Bumps appeared first on Semiconductor Engineering.,https://semiengineering.com/how-to-build-billions-of-bumps/,Semiconductor Engineering,"semiconductor,chips","Manufacturing, Packaging and Materials,Top Stories,AMD,Brewer Science,chiplets,EV Group,HBM4,hybrid bonding,Intel,interconnects,Lam Research,Synopsys"
2026-06-18,Accelerating GAA Logic Yield Optimization With Digital Twins,Overcoming manufacturing variation at advanced nodes. The post Accelerating GAA Logic Yield Optimization With Digital Twins appeared first on Semiconductor Engineering.,https://semiengineering.com/accelerating-gaa-logic-yield-optimization-with-digital-twins-2/,Semiconductor Engineering,"semiconductor,chips","Blogs - MD,Manufacturing, Packaging and Materials,Perfecting The Process,BEOL,digital twins,finFETs,GAA,Lam Research,yield optimization"
2026-06-18,Scaling ADAS To 10+ Cameras,A robust OBGA packaging solution for automotive-grade reliability. The post Scaling ADAS To 10+ Cameras appeared first on Semiconductor Engineering.,https://semiengineering.com/scaling-adas-to-10-cameras/,Semiconductor Engineering,"semiconductor,chips","Blogs - MD,Chip, Package, System,Manufacturing, Packaging and Materials,advanced packaging,Amkor,automotive packaging,image sensors,OBGA,optical MEMS,sensors"
2026-06-18,General Intuition in talks to raise $300M at around $2B valuation,The startup trains embodied AI and world models using Medal’s dataset of 2 billion videos per year from 10 million monthly active users.,https://techcrunch.com/2026/06/18/general-intuition-in-talks-to-raise-300m-at-around-2b-valuation/,TechCrunch AI,"artificial-intelligence,tech","AI,Fundraising,ai agent,Exclusive,general intuition,world models"
